"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","FYPilot Unit Tests","0","Faculty Service","1","0","Recommend supervisors ai error records failure","0"
"0","FYPilot Unit Tests","0","Admin Service","1","0","Create student success when email and roll available","0"
"0","FYPilot API Tests","0","Faculty","1","0","faculty jury evaluations by milestone — Auth missing","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty milestone by id — Wrong role","0"
"0","FYPilot API Tests","0","Jury","0","1","jury assignment status by batch — Wrong role","0"
"0","FYPilot API Tests","0","Student","0","1","milestone by id — Happy path","0"
"0","FYPilot API Tests","0","Student","0","1","official submissions list — Wrong role","0"
"0","","0","","13","63","","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty announcement by id — Not found","0"
"0","FYPilot API Tests","0","Admin","0","1","admin submission evaluation update — Invalid body or query","0"
"0","FYPilot API Tests","0","Student","1","0","official submission detail — Auth missing","0"
"0","FYPilot API Tests","0","Student","0","1","announcements admin — Not found","0"
"0","FYPilot API Tests","0","Admin","0","1","admin list announcements — Happy path","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty jury groups by milestone — Happy path","0"
"0","FYPilot API Tests","0","Admin","0","1","admin milestone detail — Happy path","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty wizard profile — Happy path","0"
"0","FYPilot API Tests","0","Student","1","0","announcements admin — Auth missing","0"
"0","FYPilot API Tests","0","Admin","0","1","admin create milestone — Wrong role","0"
"0","FYPilot API Tests","0","Student","0","1","student profile — Happy path","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty admin announcements — Not found","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty profile — Not found","0"
"0","FYPilot API Tests","0","Admin","1","0","admin patch proposal config (disabled by backend) — Auth missing","0"
"0","FYPilot API Tests","0","Admin","0","1","admin patch milestone — Invalid body or query","0"
"0","FYPilot API Tests","0","Admin","0","1","admin profile — Happy path","0"
"0","FYPilot API Tests","0","Admin","0","1","admin list groups — Not found","0"
"0","FYPilot API Tests","0","Admin","1","0","admin submission file download — Auth missing","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty request details — Not found","0"
"0","Auth","1","Session / profile","1","0","Missing Authorization — global 401 envelope","0"
"0","FYPilot API Tests","0","Admin","0","1","admin assign cosupervisor — Invalid body or query","0"
"0","FYPilot API Tests","0","Faculty","1","0","faculty dashboard insights — Auth missing","0"
"0","FYPilot API Tests","0","Student","0","1","milestone by id — Not found","0"
"0","Auth","0","Password reset","1","0","No email enumeration — same response body","0"
"0","FYPilot API Tests","0","Admin","0","1","admin list students — Wrong role","0"
"0","Auth","0","Register","1","0","Duplicate signup — 400 Email already registered","0"
"0","FYPilot API Tests","0","Admin","0","1","admin list groups — Happy path","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty jury groups by milestone — Wrong role","0"
"0","FYPilot API Tests","0","Jury","1","0","jury pairs dropdown — Auth missing","0"
"0","FYPilot API Tests","0","Admin","0","1","admin dashboard insights — Happy path","0"
"0","FYPilot API Tests","0","Student","0","1","milestone by id — Invalid body or query","0"
"0","FYPilot API Tests","0","Admin","0","1","admin remove supervisor — Wrong role","0"
"0","FYPilot API Tests","0","Admin","0","1","admin patch milestone — Not found","0"
"0","FYPilot API Tests","0","Student","0","1","dashboard insights — Wrong role","0"
"0","FYPilot API Tests","0","Admin","0","1","admin dashboard insights — Invalid body or query","0"
"0","FYPilot API Tests","0","Admin","1","0","admin list announcements — Auth missing","0"
"0","FYPilot API Tests","0","Jury","0","1","delete all assignments — Not found","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty dashboard insights — Wrong role","0"
"0","FYPilot API Tests","0","Student","0","1","announcements supervisor — Happy path","0"
"0","FYPilot API Tests","0","Admin","0","1","admin announcement by id — Invalid body or query","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty accept request — Wrong role","0"
"0","FYPilot API Tests","0","Admin","0","1","admin profile — Not found","0"
"0","FYPilot API Tests","0","Faculty","1","0","faculty admin announcements — Auth missing","0"
"0","FYPilot API Tests","0","Admin","1","0","admin announcement by id — Auth missing","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty milestone evaluations list — Happy path","0"
"0","FYPilot API Tests","0","Student","0","1","official submissions list — Not found","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty milestone evaluations list — Invalid body or query","0"
"0","FYPilot API Tests","0","Admin","0","1","admin announcement file download — Wrong role","0"
"0","FYPilot API Tests","0","Admin","0","1","admin faculty profile update — Invalid body or query","0"
"0","FYPilot API Tests","0","Admin","0","1","admin faculty dropdown — Not found","0"
"0","FYPilot API Tests","0","Faculty","0","1","supervisor groups dropdown — Not found","0"
"0","FYPilot API Tests","0","Admin","0","1","admin patch proposal config (disabled by backend) — Invalid body or query","0"
"0","FYPilot API Tests","0","Admin","0","1","admin wizard profile — Not found","0"
"0","FYPilot API Tests","0","Admin","0","1","admin submission evaluation update — Happy path","0"
"0","FYPilot API Tests","0","Admin","0","1","admin patch proposal config (disabled by backend) — Happy path","0"
"0","FYPilot API Tests","0","Admin","0","1","admin submission details — Invalid body or query","0"
"0","FYPilot API Tests","0","Student","0","1","milestones list — Not found","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty admin announcements — Invalid body or query","0"
"0","FYPilot API Tests","0","Student","0","1","announcements admin — Invalid body or query","0"
"0","FYPilot API Tests","0","Admin","0","1","admin update cohort cycle — Wrong role","0"
"0","FYPilot API Tests","0","Student","0","1","patch student profile — Invalid body or query","0"
"0","FYPilot API Tests","0","Admin","0","1","admin faculty profile update — Wrong role","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty jury groups by milestone — Invalid body or query","0"
"0","FYPilot API Tests","0","Student","1","0","announcement templates — Auth missing","0"
"0","FYPilot API Tests","0","Admin","1","0","admin wizard profile — Auth missing","0"
"0","FYPilot API Tests","0","Student","0","1","dashboard insights — Happy path","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty announcements list — Invalid body or query","0"
"0","FYPilot API Tests","0","Admin","0","1","admin faculty dropdown — Happy path","0"
"0","FYPilot API Tests","0","Student","0","1","unofficial submissions list — Wrong role","0"
"0","FYPilot API Tests","0","Admin","0","1","admin faculty profile — Not found","0"
"0","FYPilot API Tests","0","Faculty","0","1","supervisor groups dropdown — Invalid body or query","0"
"0","FYPilot API Tests","0","Jury","0","1","jury assignment status by batch — Not found","0"
"0","FYPilot API Tests","0","Admin","0","1","admin submission evaluation detail — Invalid body or query","0"
"0","FYPilot API Tests","0","Student","0","1","wizard profile — Happy path","0"
"0","FYPilot API Tests","0","Admin","1","0","admin milestone evaluations — Auth missing","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty reject request — Happy path","0"
"0","FYPilot API Tests","0","Faculty","1","0","faculty wizard profile — Auth missing","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty jury evaluations by milestone — Happy path","0"
"0","FYPilot API Tests","0","Jury","0","1","delete all assignments — Wrong role","0"
"0","FYPilot API Tests","0","Admin","1","0","admin list faculty — Auth missing","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty request details — Happy path","0"
"0","FYPilot API Tests","0","Student","0","1","student profile — Invalid body or query","0"
"0","FYPilot API Tests","0","Admin","0","1","admin milestones list — Happy path","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty jury groups by milestone — Not found","0"
"0","FYPilot API Tests","0","Admin","0","1","admin patch milestone — Happy path","0"
"0","FYPilot API Tests","0","Admin","0","1","admin toggle student active — Invalid body or query","0"
"0","FYPilot API Tests","0","Student","1","0","unofficial submissions list — Auth missing","0"
"0","FYPilot API Tests","0","Jury","1","0","jury assignments list — Auth missing","0"
"0","FYPilot API Tests","0","Faculty","1","0","faculty patch profile — Auth missing","0"
"0","FYPilot API Tests","0","Student","0","1","wizard profile — Not found","0"
"0","FYPilot API Tests","0","Student","0","1","wizard profile — Wrong role","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty jury evaluations by milestone — Not found","0"
"0","FYPilot API Tests","0","Admin","0","1","admin toggle student active — Wrong role","0"
"0","FYPilot API Tests","0","Admin","0","1","admin submission evaluation update — Not found","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty milestone by id — Not found","0"
"0","FYPilot API Tests","0","Admin","0","1","admin submission file download — Wrong role","0"
"0","FYPilot API Tests","0","Admin","1","0","admin milestone detail — Auth missing","0"
"0","Auth","0","Login","1","0","Login validation: login_missing_email","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty patch profile — Not found","0"
"0","FYPilot API Tests","0","Admin","1","0","admin faculty dropdown — Auth missing","0"
"0","Auth","0","Login","1","0","Invalid password — generic error message","0"
"0","FYPilot API Tests","0","Admin","1","0","admin dashboard insights — Auth missing","0"
"0","FYPilot API Tests","0","Jury","0","1","patch assignment jury pair — Happy path","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty milestone evaluations list — Not found","0"
"0","FYPilot API Tests","0","Student","1","0","document types (any authenticated) — Auth missing","0"
"0","FYPilot API Tests","0","Admin","0","1","admin delete milestone — Invalid body or query","0"
"0","FYPilot API Tests","0","Admin","1","0","admin list groups — Auth missing","0"
"0","FYPilot API Tests","0","Student","0","1","patch student profile — Happy path","0"
"0","FYPilot API Tests","0","Admin","1","0","admin update cohort cycle — Auth missing","0"
"0","FYPilot API Tests","0","Admin","0","1","admin toggle student active — Not found","0"
"0","Auth","0","Password reset","1","0","Forgot password — generic success message","0"
"0","FYPilot API Tests","0","Student","0","1","official submissions list — Invalid body or query","0"
"0","FYPilot API Tests","0","Student","1","0","milestone by id — Auth missing","0"
"0","FYPilot API Tests","0","Admin","0","1","admin announcement file download — Invalid body or query","0"
"0","Auth","0","Login","1","0","Login returns access_token and token_type bearer","0"
"0","FYPilot API Tests","0","Admin","0","1","admin submission evaluation detail — Wrong role","0"
"0","FYPilot API Tests","0","Admin","0","1","admin update cohort cycle — Not found","0"
"0","FYPilot API Tests","0","Admin","0","1","admin patch profile — Invalid body or query","0"
"0","FYPilot API Tests","0","Admin","0","1","admin proposal evaluation config — Invalid body or query","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty announcement delete — Not found","0"
"0","FYPilot API Tests","0","Jury","0","1","jury assignment status by batch — Happy path","0"
"0","FYPilot API Tests","0","Admin","0","1","admin announcement file download — Not found","0"
"0","FYPilot API Tests","0","Admin","0","1","admin list students — Not found","0"
"0","FYPilot API Tests","0","Admin","1","0","admin patch profile — Auth missing","0"
"0","FYPilot API Tests","0","Admin","0","1","admin list groups — Invalid body or query","0"
"0","FYPilot API Tests","0","Student","0","1","milestones list — Wrong role","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty accept request — Not found","0"
"0","FYPilot API Tests","0","Admin","1","0","admin submission evaluation detail — Auth missing","0"
"0","FYPilot API Tests","0","Admin","0","1","admin submission evaluation detail — Happy path","0"
"0","FYPilot API Tests","0","Admin","0","1","admin submission file download — Happy path","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty milestones list — Not found","0"
"0","FYPilot API Tests","0","Jury","0","1","jury pairs dropdown — Not found","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty accept request — Happy path","0"
"0","FYPilot API Tests","0","Student","0","1","milestones list — Invalid body or query","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty milestone by id — Invalid body or query","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty jury evaluations by milestone — Invalid body or query","0"
"0","FYPilot API Tests","0","Student","0","1","document types (any authenticated) — Wrong role","0"
"0","FYPilot API Tests","0","Admin","0","1","admin patch proposal config (disabled by backend) — Wrong role","0"
"0","FYPilot API Tests","0","Faculty","0","1","supervisor groups dropdown — Happy path","0"
"0","FYPilot API Tests","0","Admin","0","1","admin create milestone — Happy path","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty milestone by id — Happy path","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty wizard profile — Not found","0"
"0","FYPilot API Tests","0","Admin","0","1","admin submission evaluation update — Wrong role","0"
"0","FYPilot API Tests","0","Admin","1","0","admin list students — Auth missing","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty profile — Invalid body or query","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty patch profile — Wrong role","0"
"0","FYPilot API Tests","0","Faculty","1","0","faculty milestone evaluations list — Auth missing","0"
"0","Auth","0","Session / profile","1","0","JWT bearer returns UserProfileResponse","0"
"0","FYPilot API Tests","0","Admin","1","0","admin group profile — Auth missing","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty announcement by id — Wrong role","0"
"0","FYPilot API Tests","0","Admin","0","1","admin proposal evaluation config — Not found","0"
"0","FYPilot API Tests","0","Student","0","1","patch student profile — Wrong role","0"
"0","FYPilot API Tests","0","Student","0","1","official submission detail — Happy path","0"
"0","FYPilot API Tests","0","Student","0","1","announcements supervisor — Invalid body or query","0"
"0","FYPilot API Tests","0","Admin","0","1","admin profile — Invalid body or query","0"
"0","FYPilot API Tests","0","Admin","0","1","admin submission list — Happy path","0"
"0","FYPilot API Tests","0","Jury","0","1","jury assignments list — Wrong role","0"
"0","FYPilot API Tests","0","Faculty","0","1","supervisor my groups — Happy path","0"
"0","FYPilot API Tests","0","Admin","0","1","admin list students — Invalid body or query","0"
"0","FYPilot API Tests","0","Admin","0","1","admin submission file download — Invalid body or query","0"
"0","FYPilot API Tests","0","Student","1","0","patch student profile — Auth missing","0"
"0","FYPilot API Tests","0","Faculty","0","1","supervisor my groups — Wrong role","0"
"0","FYPilot API Tests","0","Admin","0","1","admin milestone evaluations — Not found","0"
"0","FYPilot API Tests","0","Admin","0","1","admin delete milestone — Not found","0"
"0","FYPilot API Tests","0","Admin","0","1","admin faculty dropdown — Invalid body or query","0"
"0","FYPilot API Tests","0","Admin","0","1","admin milestone detail — Wrong role","0"
"0","FYPilot API Tests","0","Admin","1","0","admin submission details — Auth missing","0"
"0","FYPilot API Tests","0","Admin","0","1","admin list announcements — Invalid body or query","0"
"0","FYPilot API Tests","0","Admin","0","1","admin faculty profile — Wrong role","0"
"0","FYPilot API Tests","0","Jury","0","1","jury pairs dropdown — Wrong role","0"
"0","FYPilot API Tests","0","Admin","0","1","admin wizard profile — Happy path","0"
"0","FYPilot API Tests","0","Admin","0","1","admin dashboard insights — Wrong role","0"
"0","FYPilot API Tests","0","Admin","1","0","admin remove supervisor — Auth missing","0"
"0","FYPilot API Tests","0","Student","1","0","announcements supervisor — Auth missing","0"
"0","FYPilot API Tests","0","Student","0","1","student profile — Wrong role","0"
"0","FYPilot API Tests","0","Faculty","0","1","supervisor my groups — Invalid body or query","0"
"0","FYPilot API Tests","0","Student","0","1","official submission detail — Wrong role","0"
"0","FYPilot API Tests","0","Student","0","1","announcements supervisor — Wrong role","0"
"0","FYPilot API Tests","0","Admin","0","1","admin submission responses — Not found","0"
"0","FYPilot API Tests","0","Admin","0","1","admin delete milestone — Wrong role","0"
"0","FYPilot API Tests","0","Admin","0","1","admin submission evaluation detail — Not found","0"
"0","FYPilot API Tests","0","Faculty","0","2","faculty profile — Happy path","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty milestones list — Wrong role","0"
"0","FYPilot API Tests","0","Admin","1","0","admin remove cosupervisor — Auth missing","0"
"0","FYPilot API Tests","0","Student","0","1","patch student profile — Not found","0"
"0","FYPilot API Tests","0","Admin","0","1","admin submission list — Invalid body or query","0"
"0","FYPilot API Tests","0","Faculty","1","0","supervisor group profile — Auth missing","0"
"0","FYPilot API Tests","0","Admin","0","1","admin submission responses — Wrong role","0"
"0","FYPilot API Tests","0","Faculty","1","0","faculty accept request — Auth missing","0"
"0","FYPilot API Tests","0","Student","0","1","announcements supervisor — Not found","0"
"0","FYPilot API Tests","0","Admin","1","0","admin create milestone — Auth missing","0"
"0","FYPilot API Tests","0","Admin","1","0","admin assign cosupervisor — Auth missing","0"
"0","FYPilot API Tests","0","Admin","0","1","admin delete announcement — Not found","0"
"0","FYPilot API Tests","0","Student","1","0","student profile — Auth missing","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty dashboard insights — Happy path","0"
"0","FYPilot API Tests","0","Student","0","1","dashboard insights — Invalid body or query","0"
"0","FYPilot API Tests","0","Admin","0","1","admin remove cosupervisor — Wrong role","0"
"0","FYPilot API Tests","0","Student","1","0","dashboard insights — Auth missing","0"
"0","FYPilot API Tests","0","Student","0","1","official submissions list — Happy path","0"
"0","FYPilot API Tests","0","Jury","0","1","jury assignments list — Invalid body or query","0"
"0","FYPilot API Tests","0","Jury","0","1","jury pairs dropdown — Happy path","0"
"0","FYPilot API Tests","0","Admin","1","0","admin assign supervisor — Auth missing","0"
"0","FYPilot API Tests","0","Admin","0","1","admin faculty dropdown — Wrong role","0"
"0","FYPilot API Tests","0","Admin","0","1","admin group profile — Not found","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty milestones list — Happy path","0"
"0","FYPilot API Tests","0","Admin","0","1","admin announcement by id — Not found","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty dashboard insights — Invalid body or query","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty announcement by id — Invalid body or query","0"
"0","FYPilot API Tests","0","Admin","0","1","admin assign supervisor — Wrong role","0"
"0","FYPilot API Tests","0","Admin","0","1","admin remove cosupervisor — Not found","0"
"0","FYPilot API Tests","0","Admin","0","1","admin assign cosupervisor — Wrong role","0"
"0","FYPilot API Tests","0","Student","0","1","document types (any authenticated) — Invalid body or query","0"
"0","FYPilot API Tests","0","Admin","0","1","admin patch profile — Not found","0"
"0","FYPilot API Tests","0","Admin","0","1","admin submission responses — Invalid body or query","0"
"0","FYPilot API Tests","0","Admin","0","1","admin patch proposal config (disabled by backend) — Not found","0"
"0","FYPilot API Tests","0","Student","0","1","announcement templates — Invalid body or query","0"
"0","FYPilot API Tests","0","Jury","0","1","jury assignment status by batch — Invalid body or query","0"
"0","FYPilot API Tests","0","Admin","0","1","admin list announcements — Not found","0"
"0","FYPilot API Tests","0","Admin","0","1","admin update cohort cycle — Happy path","0"
"0","FYPilot API Tests","0","Admin","0","1","admin patch milestone — Wrong role","0"
"0","FYPilot API Tests","0","Faculty","1","0","faculty reject request — Auth missing","0"
"0","FYPilot API Tests","0","Admin","1","0","admin delete announcement — Auth missing","0"
"0","FYPilot API Tests","0","Admin","0","1","admin wizard profile — Wrong role","0"
"0","FYPilot API Tests","0","Faculty","1","0","faculty milestone by id — Auth missing","0"
"0","FYPilot API Tests","0","Admin","0","1","admin milestone evaluations — Happy path","0"
"0","FYPilot API Tests","0","Admin","0","1","admin delete announcement — Happy path","0"
"0","FYPilot API Tests","0","Admin","0","1","admin list announcements — Wrong role","0"
"0","FYPilot API Tests","0","Admin","0","1","admin submission responses — Happy path","0"
"0","FYPilot API Tests","0","Admin","1","0","admin patch milestone — Auth missing","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty patch profile — Invalid body or query","0"
"0","FYPilot API Tests","0","Student","0","1","dashboard insights — Not found","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty dashboard insights — Not found","0"
"0","FYPilot API Tests","0","Admin","0","1","admin faculty profile update — Not found","0"
"0","FYPilot API Tests","0","Admin","0","1","admin submission details — Wrong role","0"
"0","FYPilot API Tests","0","Student","0","1","unofficial submissions list — Invalid body or query","0"
"0","FYPilot API Tests","0","Admin","0","1","admin submission file download — Not found","0"
"0","FYPilot API Tests","0","Admin","0","1","admin announcement by id — Happy path","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty reject request — Wrong role","0"
"0","FYPilot API Tests","0","Faculty","1","0","supervisor my groups — Auth missing","0"
"0","FYPilot API Tests","0","Admin","0","1","admin create milestone — Invalid body or query","0"
"0","FYPilot API Tests","0","Admin","1","0","admin submission list — Auth missing","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty admin announcements — Wrong role","0"
"0","FYPilot API Tests","0","Admin","0","1","admin dashboard insights — Not found","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty pending invites — Wrong role","0"
"0","FYPilot API Tests","0","Admin","0","1","admin milestone detail — Invalid body or query","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty request details — Wrong role","0"
"0","FYPilot API Tests","0","Admin","0","1","admin submission list — Not found","0"
"0","FYPilot API Tests","0","Faculty","0","1","supervisor groups dropdown — Wrong role","0"
"0","FYPilot API Tests","0","Admin","0","1","admin remove cosupervisor — Happy path","0"
"0","Auth","0","Register","1","0","Successful signup returns JWT and user without secrets","0"
"0","FYPilot API Tests","0","Jury","1","0","delete all assignments — Auth missing","0"
"0","FYPilot API Tests","0","Admin","1","0","admin delete milestone — Auth missing","0"
"0","FYPilot API Tests","0","Student","0","1","announcements admin — Wrong role","0"
"0","FYPilot API Tests","0","Admin","1","0","admin faculty profile — Auth missing","0"
"0","FYPilot API Tests","0","Jury","0","1","delete all assignments — Happy path","0"
"0","FYPilot API Tests","0","Student","0","1","announcement templates — Happy path","0"
"0","FYPilot API Tests","0","Faculty","0","1","supervisor group profile — Invalid body or query","0"
"0","FYPilot API Tests","0","Admin","0","1","admin delete announcement — Wrong role","0"
"0","FYPilot API Tests","0","Admin","0","1","admin create milestone — Not found","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty patch profile — Happy path","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty pending invites — Invalid body or query","0"
"0","FYPilot API Tests","0","Admin","1","0","admin toggle student active — Auth missing","0"
"0","FYPilot API Tests","0","Admin","0","1","admin list faculty — Wrong role","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty announcements list — Happy path","0"
"0","FYPilot API Tests","0","Admin","0","1","admin milestone evaluations — Invalid body or query","0"
"0","FYPilot API Tests","0","Student","1","0","milestones list — Auth missing","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty admin announcements — Happy path","0"
"0","Auth","0","Register","1","0","Wrong types: signup_role_not_string","0"
"0","FYPilot API Tests","0","Admin","0","1","admin submission details — Happy path","0"
"0","FYPilot API Tests","0","Faculty","1","0","supervisor groups dropdown — Auth missing","0"
"0","FYPilot API Tests","0","Faculty","1","0","faculty announcements list — Auth missing","0"
"0","Auth","0","Register","1","0","Validation: signup_missing_email","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty announcement by id — Happy path","0"
"0","Auth","0","Register","1","0","Validation: signup_missing_password","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty announcement delete — Wrong role","0"
"0","FYPilot API Tests","0","Jury","0","1","jury assignments list — Not found","0"
"0","FYPilot API Tests","0","Jury","0","1","jury assignments list — Happy path","0"
"0","FYPilot API Tests","0","Admin","0","1","admin wizard profile — Invalid body or query","0"
"0","FYPilot API Tests","0","Admin","0","1","admin patch profile — Wrong role","0"
"0","FYPilot API Tests","0","Jury","0","1","patch assignment jury pair — Wrong role","0"
"0","FYPilot API Tests","0","Admin","0","1","admin delete milestone — Happy path","0"
"0","Auth","0","Session / profile","2","0","Invalid JWT cannot be decoded","0"
"0","FYPilot API Tests","0","Student","0","1","milestones list — Happy path","0"
"0","FYPilot API Tests","0","Student","0","1","student profile — Not found","0"
"0","FYPilot API Tests","0","Student","1","0","official submissions list — Auth missing","0"
"0","FYPilot API Tests","0","Student","0","1","announcements admin — Happy path","0"
"0","FYPilot API Tests","0","Admin","0","1","admin faculty profile — Invalid body or query","0"
"0","FYPilot API Tests","0","Admin","1","0","admin profile — Auth missing","0"
"0","FYPilot API Tests","0","Faculty","0","1","supervisor group profile — Wrong role","0"
