"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","25","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Admin HTTP API > GET /api/admin/submission-responses/00000000-0000-4000-8000-000000000012 — admin submission responses","admin/admin.spec.ts","",""
"","24","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Admin HTTP API > PATCH /api/admin/students/00000000-0000-4000-8000-000000000004/toggle-active — admin toggle student active","admin/admin.spec.ts","",""
"","21","happy_path","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/submissions/official — official submissions list","student/student.spec.ts","",""
"","18","happy_path","","2026-05-11","skipped","2026-05-11","Admin HTTP API > DELETE /api/admin/milestones/00000000-0000-4000-8000-000000000013 — admin delete milestone","admin/admin.spec.ts","",""
"","37","auth_missing","","2026-05-11","passed","2026-05-11","Faculty HTTP API > POST /api/faculty/wizard-profile — faculty wizard profile","faculty/faculty.spec.ts","",""
"","48","invalid_body_or_query","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > POST /api/faculty/wizard-profile — faculty wizard profile","faculty/faculty.spec.ts","",""
"","25","wrong_role","","2026-05-11","skipped","2026-05-11","Admin HTTP API > PATCH /api/admin/milestones/proposal-evaluation-config — admin patch proposal config (disabled by backend)","admin/admin.spec.ts","",""
"","30","wrong_role","","2026-05-11","skipped","2026-05-11","Admin HTTP API > GET /api/admin/milestones/proposal-evaluation-config — admin proposal evaluation config","admin/admin.spec.ts","",""
"","44","auth_missing","","2026-05-11","passed","2026-05-11","Admin HTTP API > GET /api/admin/faculty/dropdown — admin faculty dropdown","admin/admin.spec.ts","",""
"","33","auth_missing","","2026-05-11","passed","2026-05-11","Admin HTTP API > GET /api/admin/faculty — admin list faculty","admin/admin.spec.ts","",""
"","4796","should_return_400_when_email_already_registered","","2026-05-11","passed","2026-05-11","Auth Module > POST /auth/signup","auth/auth.spec.ts","",""
"","29","wrong_role","","2026-05-11","skipped","2026-05-11","Admin HTTP API > PATCH /api/admin/students/00000000-0000-4000-8000-000000000004/toggle-active — admin toggle student active","admin/admin.spec.ts","",""
"","31","happy_path","","2026-05-11","skipped","2026-05-11","Admin HTTP API > GET /api/admin/dashboard/insights — admin dashboard insights","admin/admin.spec.ts","",""
"","36","auth_missing","","2026-05-11","passed","2026-05-11","Admin HTTP API > DELETE /api/admin/announcements/00000000-0000-4000-8000-000000000012 — admin delete announcement","admin/admin.spec.ts","",""
"","34","auth_missing","","2026-05-11","passed","2026-05-11","Admin HTTP API > PATCH /api/admin/milestones/proposal-evaluation-config — admin patch proposal config (disabled by backend)","admin/admin.spec.ts","",""
"","36","auth_missing","","2026-05-11","passed","2026-05-11","Admin HTTP API > GET /api/admin/submission-responses/00000000-0000-4000-8000-000000000012 — admin submission responses","admin/admin.spec.ts","",""
"","28","happy_path","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/milestones/00000000-0000-4000-8000-000000000001 — milestone by id","student/student.spec.ts","",""
"","4","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/document-types — document types (any authenticated)","student/student.spec.ts","",""
"","10","AI matching endpoint intentionally skipped","","2026-05-11","skipped","2026-05-11","Jury HTTP API > POST /api/jury-matching/batch — batch jury matching (AI)","jury/jury.spec.ts","",""
"","24","wrong_role","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > GET /api/faculty/milestones — faculty milestones list","faculty/faculty.spec.ts","",""
"","34","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Admin HTTP API > GET /api/admin/groups — admin list groups","admin/admin.spec.ts","",""
"","8","Multipart/form-data endpoint intentionally skipped in JSON matrix","","2026-05-11","skipped","2026-05-11","Admin HTTP API > PATCH /api/admin/submission-update/{announcement_id} — admin submission update (multipart)","admin/admin.spec.ts","",""
"","21","happy_path","","2026-05-11","skipped","2026-05-11","Admin HTTP API > PATCH /api/admin/groups/cohort/F24/cycle — admin update cohort cycle","admin/admin.spec.ts","",""
"","24","invalid_body_or_query","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > GET /api/faculty/announcements — faculty announcements list","faculty/faculty.spec.ts","",""
"","43","auth_missing","","2026-05-11","passed","2026-05-11","Admin HTTP API > GET /api/admin/milestones/00000000-0000-4000-8000-000000000013 — admin milestone detail","admin/admin.spec.ts","",""
"","25","wrong_role","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > GET /api/faculty/announcements/00000000-0000-4000-8000-000000000006 — faculty announcement by id","faculty/faculty.spec.ts","",""
"","37","auth_missing","","2026-05-11","passed","2026-05-11","Admin HTTP API > GET /api/admin/groups/00000000-0000-4000-8000-000000000011 — admin group profile","admin/admin.spec.ts","",""
"","6","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/announcements/supervisor — announcements supervisor","student/student.spec.ts","",""
"","23","invalid_body_or_query","","2026-05-11","skipped","2026-05-11","Admin HTTP API > GET /api/admin/dashboard/insights — admin dashboard insights","admin/admin.spec.ts","",""
"","26","happy_path","","2026-05-11","skipped","2026-05-11","Admin HTTP API > DELETE /api/admin/groups/00000000-0000-4000-8000-000000000011/remove-cosupervisor — admin remove cosupervisor","admin/admin.spec.ts","",""
"","38","invalid_body_or_query","","2026-05-11","skipped","2026-05-11","Jury HTTP API > GET /api/jury-matching/assignments — jury assignments list","jury/jury.spec.ts","",""
"","20","invalid_body_or_query","","2026-05-11","skipped","2026-05-11","Admin HTTP API > PATCH /api/admin/milestones/proposal-evaluation-config — admin patch proposal config (disabled by backend)","admin/admin.spec.ts","",""
"","30","auth_missing","","2026-05-11","passed","2026-05-11","Faculty HTTP API > DELETE /api/faculty/announcements/00000000-0000-4000-8000-000000000006 — faculty announcement delete","faculty/faculty.spec.ts","",""
"","33","wrong_role","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > GET /api/faculty/announcements — faculty announcements list","faculty/faculty.spec.ts","",""
"","14","auth_missing","","2026-05-11","passed","2026-05-11","Student HTTP API > GET /api/students/submissions/unofficial — unofficial submissions list","student/student.spec.ts","",""
"","27","wrong_role","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > GET /api/faculty/milestones/00000000-0000-4000-8000-000000000003/jury-groups — faculty jury groups by milestone","faculty/faculty.spec.ts","",""
"","7793","happy_path","","2026-05-11","skipped","2026-05-11","Admin HTTP API > GET /api/admins/profile — admin profile","admin/admin.spec.ts","",""
"","34","auth_missing","","2026-05-11","passed","2026-05-11","Admin HTTP API > DELETE /api/admin/groups/00000000-0000-4000-8000-000000000011/remove-cosupervisor — admin remove cosupervisor","admin/admin.spec.ts","",""
"","5225","happy_path","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > GET /api/faculty/profile — faculty profile","faculty/faculty.spec.ts","",""
"","42","auth_missing","","2026-05-11","passed","2026-05-11","Jury HTTP API > DELETE /api/jury-matching/assignments — delete all assignments","jury/jury.spec.ts","",""
"","22","happy_path","","2026-05-11","skipped","2026-05-11","Admin HTTP API > GET /api/admin/submission-details/00000000-0000-4000-8000-000000000012 — admin submission details","admin/admin.spec.ts","",""
"","29","invalid_body_or_query","","2026-05-11","skipped","2026-05-11","Admin HTTP API > DELETE /api/admin/announcements/00000000-0000-4000-8000-000000000012 — admin delete announcement","admin/admin.spec.ts","",""
"","5","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/milestones — milestones list","student/student.spec.ts","",""
"","10","AI indexing endpoint intentionally skipped","","2026-05-11","skipped","2026-05-11","Jury HTTP API > POST /api/jury-matching/reindex — reindex jury data (AI)","jury/jury.spec.ts","",""
"","25","happy_path","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/profile — student profile","student/student.spec.ts","",""
"","20","invalid_body_or_query","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > DELETE /api/faculty/announcements/00000000-0000-4000-8000-000000000006 — faculty announcement delete","faculty/faculty.spec.ts","",""
"","33","auth_missing","","2026-05-11","passed","2026-05-11","Admin HTTP API > GET /api/admin/faculty/00000000-0000-4000-8000-000000000010 — admin faculty profile","admin/admin.spec.ts","",""
"","28","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Student HTTP API > PATCH /api/students/profile — patch student profile","student/student.spec.ts","",""
"","46","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Student HTTP API > POST /api/students/wizard-profile — wizard profile","student/student.spec.ts","",""
"","28","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > GET /api/faculty/dashboard/insights — faculty dashboard insights","faculty/faculty.spec.ts","",""
"","5","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/submissions/official/00000000-0000-4000-8000-000000000002 — official submission detail","student/student.spec.ts","",""
"","37","wrong_role","","2026-05-11","skipped","2026-05-11","Admin HTTP API > GET /api/admin/groups/00000000-0000-4000-8000-000000000011 — admin group profile","admin/admin.spec.ts","",""
"","35","auth_missing","","2026-05-11","passed","2026-05-11","Faculty HTTP API > GET /api/invites/supervisor/00000000-0000-4000-8000-000000000008/details — faculty request details","faculty/faculty.spec.ts","",""
"","6","wrong_role","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/announcements/admin — announcements admin","student/student.spec.ts","",""
"","27","wrong_role","","2026-05-11","skipped","2026-05-11","Admin HTTP API > POST /api/admin/groups/00000000-0000-4000-8000-000000000011/assign-cosupervisor — admin assign cosupervisor","admin/admin.spec.ts","",""
"","26","invalid_body_or_query","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > PATCH /api/faculty/profile — faculty patch profile","faculty/faculty.spec.ts","",""
"","25","wrong_role","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/announcements/admin — announcements admin","student/student.spec.ts","",""
"","10","AI assignment endpoint intentionally skipped","","2026-05-11","skipped","2026-05-11","Jury HTTP API > POST /api/jury-matching/assign — trigger assignment (AI background)","jury/jury.spec.ts","",""
"","30","wrong_role","","2026-05-11","skipped","2026-05-11","Admin HTTP API > PATCH /api/admin/groups/cohort/F24/cycle — admin update cohort cycle","admin/admin.spec.ts","",""
"","6","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/announcements/templates — announcement templates","student/student.spec.ts","",""
"","52","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Admin HTTP API > GET /api/admin/announcements/00000000-0000-4000-8000-000000000012 — admin announcement by id","admin/admin.spec.ts","",""
"","20","happy_path","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > DELETE /api/faculty/announcements/00000000-0000-4000-8000-000000000006 — faculty announcement delete","faculty/faculty.spec.ts","",""
"","24","invalid_body_or_query","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > GET /api/faculty/dashboard/insights — faculty dashboard insights","faculty/faculty.spec.ts","",""
"","7","invalid_body_or_query","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/milestones/00000000-0000-4000-8000-000000000001 — milestone by id","student/student.spec.ts","",""
"","55","wrong_role","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > GET /api/supervisors/my-groups/dropdown — supervisor groups dropdown","faculty/faculty.spec.ts","",""
"","12","wrong_role","","2026-05-11","skipped","2026-05-11","Student HTTP API > PATCH /api/students/profile — patch student profile","student/student.spec.ts","",""
"","42","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Admin HTTP API > GET /api/admin/milestones/00000000-0000-4000-8000-000000000013/evaluations — admin milestone evaluations","admin/admin.spec.ts","",""
"","29","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > GET /api/faculty/announcements/admin-announcements — faculty admin announcements","faculty/faculty.spec.ts","",""
"","30","auth_missing","","2026-05-11","passed","2026-05-11","Student HTTP API > GET /api/students/announcements/templates — announcement templates","student/student.spec.ts","",""
"","24","wrong_role","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > POST /api/invites/supervisor/00000000-0000-4000-8000-000000000008/accept — faculty accept request","faculty/faculty.spec.ts","",""
"","26","happy_path","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > GET /api/faculty/milestones/00000000-0000-4000-8000-000000000003/jury-evaluations — faculty jury evaluations by milestone","faculty/faculty.spec.ts","",""
"","29","wrong_role","","2026-05-11","skipped","2026-05-11","Admin HTTP API > PATCH /api/admin/faculty/00000000-0000-4000-8000-000000000010/profile-update — admin faculty profile update","admin/admin.spec.ts","",""
"","33","auth_missing","","2026-05-11","passed","2026-05-11","Admin HTTP API > GET /api/admin/announcements — admin list announcements","admin/admin.spec.ts","",""
"","32","auth_missing","","2026-05-11","passed","2026-05-11","Student HTTP API > GET /api/students/announcements/supervisor — announcements supervisor","student/student.spec.ts","",""
"","29","wrong_role","","2026-05-11","skipped","2026-05-11","Admin HTTP API > GET /api/admin/announcements/00000000-0000-4000-8000-000000000012 — admin announcement by id","admin/admin.spec.ts","",""
"","70","auth_missing","","2026-05-11","passed","2026-05-11","Admin HTTP API > POST /api/admin/submission-evaluation-update/00000000-0000-4000-8000-000000000014 — admin submission evaluation update","admin/admin.spec.ts","",""
"","24","wrong_role","","2026-05-11","skipped","2026-05-11","Admin HTTP API > GET /api/admin/announcement-files/00000000-0000-4000-8000-000000000015/download — admin announcement file download","admin/admin.spec.ts","",""
"","4","happy_path","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/document-types — document types (any authenticated)","student/student.spec.ts","",""
"","20","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > GET /api/supervisors/my-groups — supervisor my groups","faculty/faculty.spec.ts","",""
"","32","auth_missing","","2026-05-11","passed","2026-05-11","Faculty HTTP API > GET /api/faculty/announcements/00000000-0000-4000-8000-000000000006 — faculty announcement by id","faculty/faculty.spec.ts","",""
"","9","happy_path","","2026-05-11","skipped","2026-05-11","Student HTTP API > PATCH /api/students/profile — patch student profile","student/student.spec.ts","",""
"","51","auth_missing","","2026-05-11","passed","2026-05-11","Student HTTP API > GET /api/students/profile — student profile","student/student.spec.ts","",""
"","29","invalid_body_or_query","","2026-05-11","skipped","2026-05-11","Admin HTTP API > GET /api/admin/groups — admin list groups","admin/admin.spec.ts","",""
"","26","wrong_role","","2026-05-11","skipped","2026-05-11","Admin HTTP API > PATCH /api/admin/milestones/00000000-0000-4000-8000-000000000013 — admin patch milestone","admin/admin.spec.ts","",""
"","22","happy_path","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/announcements/supervisor — announcements supervisor","student/student.spec.ts","",""
"","21","invalid_body_or_query","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > POST /api/invites/supervisor/00000000-0000-4000-8000-000000000008/accept — faculty accept request","faculty/faculty.spec.ts","",""
"","5910","should_return_200_profile_when_bearer_token_valid","","2026-05-11","passed","2026-05-11","Auth Module > GET /auth/me","auth/auth.spec.ts","",""
"","25","happy_path","","2026-05-11","skipped","2026-05-11","Admin HTTP API > POST /api/admin/milestones — admin create milestone","admin/admin.spec.ts","",""
"","22","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Jury HTTP API > GET /api/jury-matching/assign/00000000-0000-4000-8000-000000000005/status — jury assignment status by batch","jury/jury.spec.ts","",""
"","23","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/document-types — document types (any authenticated)","student/student.spec.ts","",""
"","33","happy_path","","2026-05-11","skipped","2026-05-11","Admin HTTP API > PATCH /api/admin/milestones/00000000-0000-4000-8000-000000000013 — admin patch milestone","admin/admin.spec.ts","",""
"","67","should_return_422_when_signup_role_not_string","","2026-05-11","passed","2026-05-11","Auth Module > POST /auth/signup","auth/auth.spec.ts","",""
"","24","invalid_body_or_query","","2026-05-11","skipped","2026-05-11","Admin HTTP API > PATCH /api/admin/groups/cohort/F24/cycle — admin update cohort cycle","admin/admin.spec.ts","",""
"","23","happy_path","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/announcements/admin — announcements admin","student/student.spec.ts","",""
"","35","auth_missing","","2026-05-11","passed","2026-05-11","Admin HTTP API > PATCH /api/admins/profile — admin patch profile","admin/admin.spec.ts","",""
"","5","wrong_role","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/submissions/unofficial — unofficial submissions list","student/student.spec.ts","",""
"","24","wrong_role","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > GET /api/supervisors/my-groups — supervisor my groups","faculty/faculty.spec.ts","",""
"","29","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Jury HTTP API > DELETE /api/jury-matching/assignments — delete all assignments","jury/jury.spec.ts","",""
"","22","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Admin HTTP API > GET /api/admin/submission-files/00000000-0000-4000-8000-000000000014/00000000-0000-4000-8000-000000000015/download — admin submission file download","admin/admin.spec.ts","",""
"","31","auth_missing","","2026-05-11","passed","2026-05-11","Faculty HTTP API > GET /api/faculty/announcements/admin-announcements — faculty admin announcements","faculty/faculty.spec.ts","",""
"","90","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > POST /api/faculty/wizard-profile — faculty wizard profile","faculty/faculty.spec.ts","",""
"","26","invalid_body_or_query","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > GET /api/supervisors/my-groups/dropdown — supervisor groups dropdown","faculty/faculty.spec.ts","",""
"","4","happy_path","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/submissions/official/00000000-0000-4000-8000-000000000002 — official submission detail","student/student.spec.ts","",""
"","40","auth_missing","","2026-05-11","passed","2026-05-11","Faculty HTTP API > GET /api/faculty/dashboard/insights — faculty dashboard insights","faculty/faculty.spec.ts","",""
"","29","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Admin HTTP API > GET /api/admin/milestones — admin milestones list","admin/admin.spec.ts","",""
"","19","happy_path","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > POST /api/invites/supervisor/00000000-0000-4000-8000-000000000008/accept — faculty accept request","faculty/faculty.spec.ts","",""
"","6","happy_path","","2026-05-11","skipped","2026-05-11","Student HTTP API > POST /api/students/wizard-profile — wizard profile","student/student.spec.ts","",""
"","8","happy_path","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/submissions/official — official submissions list","student/student.spec.ts","",""
"","25","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Admin HTTP API > DELETE /api/admin/milestones/00000000-0000-4000-8000-000000000013 — admin delete milestone","admin/admin.spec.ts","",""
"","4","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/submissions/official — official submissions list","student/student.spec.ts","",""
"","29","auth_missing","","2026-05-11","passed","2026-05-11","Student HTTP API > GET /api/students/submissions/official — official submissions list","student/student.spec.ts","",""
"","24","happy_path","","2026-05-11","skipped","2026-05-11","Jury HTTP API > GET /api/jury-matching/jury-pairs — jury pairs dropdown","jury/jury.spec.ts","",""
"","44","wrong_role","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > PATCH /api/faculty/profile — faculty patch profile","faculty/faculty.spec.ts","",""
"","30","wrong_role","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/milestones/00000000-0000-4000-8000-000000000001 — milestone by id","student/student.spec.ts","",""
"","36","auth_missing","","2026-05-11","passed","2026-05-11","Admin HTTP API > POST /api/admin/groups/00000000-0000-4000-8000-000000000011/assign-cosupervisor — admin assign cosupervisor","admin/admin.spec.ts","",""
"","31","auth_missing","","2026-05-11","passed","2026-05-11","Admin HTTP API > GET /api/admin/submission-files/00000000-0000-4000-8000-000000000014/00000000-0000-4000-8000-000000000015/download — admin submission file download","admin/admin.spec.ts","",""
"","22","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/dashboard/insights — dashboard insights","student/student.spec.ts","",""
"","26","happy_path","","2026-05-11","skipped","2026-05-11","Admin HTTP API > POST /api/admin/submission-evaluation-update/00000000-0000-4000-8000-000000000014 — admin submission evaluation update","admin/admin.spec.ts","",""
"","31","happy_path","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > POST /api/faculty/wizard-profile — faculty wizard profile","faculty/faculty.spec.ts","",""
"","8","happy_path","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/announcements/supervisor — announcements supervisor","student/student.spec.ts","",""
"","49","happy_path","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/submissions/unofficial — unofficial submissions list","student/student.spec.ts","",""
"","24","wrong_role","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/submissions/official/00000000-0000-4000-8000-000000000002 — official submission detail","student/student.spec.ts","",""
"","68","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Admin HTTP API > PATCH /api/admins/profile — admin patch profile","admin/admin.spec.ts","",""
"","30","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/submissions/official — official submissions list","student/student.spec.ts","",""
"","35","should_return_401_when_bearer_token_malformed","","2026-05-11","passed","2026-05-11","Auth Module > GET /auth/me","auth/auth.spec.ts","",""
"","24","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > DELETE /api/faculty/announcements/00000000-0000-4000-8000-000000000006 — faculty announcement delete","faculty/faculty.spec.ts","",""
"","5","invalid_body_or_query","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/document-types — document types (any authenticated)","student/student.spec.ts","",""
"","59","wrong_role","","2026-05-11","skipped","2026-05-11","Admin HTTP API > GET /api/admin/groups — admin list groups","admin/admin.spec.ts","",""
